standard,module,type_name,path,leaf_name,range,cardinality,definition
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingCommissionDate,ReHeatingCommissionDate,dateTime,optional,Re heating commission date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingDurationLifeYear,ReHeatingDurationLifeYear,integer,optional,Re heating life span of component in years
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingExpectedEndOfLife,ReHeatingExpectedEndOfLife,dateTime,optional,Re heating expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingExpectedReplacementCost,ReHeatingExpectedReplacementCost,decimal,optional,Re heating expected replacement costs
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingInitialCost,ReHeatingInitialCost,decimal,optional,Re heating initial cost
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingInstallationDate,ReHeatingInstallationDate,dateTime,optional,Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingMaintenanceInterval,ReHeatingMaintenanceInterval,string,optional,"Re heating maintenance interval either as string: monthly, quarterly, etc. or as month"
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingModelNumber,ReHeatingModelNumber,string,optional,Model number of re heating
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingName,ReHeatingName,string,optional,Re heating name of product
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingOutsideDiameter,ReHeatingOutsideDiameter,decimal,optional,Re heating outside diameter
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingSerialNumber,ReHeatingSerialNumber,string,optional,Serial number of re heating
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingTagNumber,ReHeatingTagNumber,string,optional,Re heating tag number
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingTurnoverDate,ReHeatingTurnoverDate,dateTime,optional,Re heating turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/ReHeatingType,ReHeatingType,string,optional,Re heating type
ibpdi,digital-twin,FanPoweredBoxReheat,FanPoweredBoxReheat/TerminalUnitId,TerminalUnitId,,optional,
ibpdi,digital-twin,Faucet,Faucet/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Faucet,Faucet/FaucetId,FaucetId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Faucet,Faucet/MaxFlowRate,MaxFlowRate,decimal,optional,Max flow capacity
ibpdi,digital-twin,Faucet,Faucet/MountedOn,MountedOn,boolean,optional,Mounted on
ibpdi,digital-twin,Faucet,Faucet/NumberOfHandles,NumberOfHandles,integer,optional,Number of handles
ibpdi,digital-twin,Faucet,Faucet/Type,Type,string,optional,Faucet type
ibpdi,digital-twin,FireDamper,FireDamper/BladeType,BladeType,string,optional,Blade type of damper (usually two different types of blade dampers used to modulate air flow: parallel and opposed blade dampers)
ibpdi,digital-twin,FireDamper,FireDamper/DamperId,DamperId,,optional,
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletCommissionDate,DuctInletCommissionDate,dateTime,optional,Commission date if duct inlet in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletConfiguration,DuctInletConfiguration,string,optional,Duct inlet configuration
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletExpectedEndOfLife,DuctInletExpectedEndOfLife,dateTime,optional,Expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletExpectedReplacementCost,DuctInletExpectedReplacementCost,decimal,optional,Duct inlet expected replacement costs
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletInitialCost,DuctInletInitialCost,decimal,optional,Duct inlet initial cost
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletInstallationDate,DuctInletInstallationDate,dateTime,optional,Duct inlet Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletMaintenanceInterval,DuctInletMaintenanceInterval,string,optional,"Duct inlet maintenance interval either as string: monthly, quarterly, etc. or as month"
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletModel,DuctInletModel,string,optional,Duct inlet model number
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletName,DuctInletName,string,optional,Name of Duct inlet
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletSerialNumber,DuctInletSerialNumber,string,optional,Serial number of component
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletShape,DuctInletShape,decimal,optional,Duct inlet shape
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletSize,DuctInletSize,decimal,optional,Duct inlet size
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletTagNumber,DuctInletTagNumber,string,optional,Tag number
ibpdi,digital-twin,FireDamper,FireDamper/DuctInletTurnoverDate,DuctInletTurnoverDate,dateTime,optional,Duct inlet turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,FireDamper,FireDamper/FireDamperId,FireDamperId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,FireDamper,FireDamper/FireRating,FireRating,string,optional,Fire rating of fire damper
ibpdi,digital-twin,FireDamper,FireDamper/LeakageClass,LeakageClass,string,optional,Class component belongs to
ibpdi,digital-twin,FirePump,FirePump/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,FirePump,FirePump/FirePumpId,FirePumpId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,FirePump,FirePump/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,FirePump,FirePump/HeadCapacity,HeadCapacity,decimal,optional,Head capacity
ibpdi,digital-twin,FirePump,FirePump/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity
ibpdi,digital-twin,FirePump,FirePump/PumpingMedia,PumpingMedia,string,optional,Pumping media
ibpdi,digital-twin,FireSprinklerHead,FireSprinklerHead/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,FireSprinklerHead,FireSprinklerHead/FireSprinklerHeadId,FireSprinklerHeadId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,FireSprinklerHead,FireSprinklerHead/KFactorImperial,KFactorImperial,decimal,optional,K factor imperial
ibpdi,digital-twin,FireSprinklerHead,FireSprinklerHead/KFactorMetric,KFactorMetric,decimal,optional,K factor metric
ibpdi,digital-twin,FireSprinklerHead,FireSprinklerHead/Type,Type,string,optional,Fire sprinkler head type
ibpdi,digital-twin,Floor,Floor/BuildingId,BuildingId,,optional,
ibpdi,digital-twin,Floor,Floor/FloorCode,FloorCode,string,optional,User specific Floor Code
ibpdi,digital-twin,Floor,Floor/FloorId,FloorId,string,optional,Customer ID from previous system  (ID before onboarding data to BM)
ibpdi,digital-twin,Floor,Floor/FloorNumber,FloorNumber,integer,optional,Number of floor
ibpdi,digital-twin,FlushometerValve,FlushometerValve/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,FlushometerValve,FlushometerValve/FlushometerValveId,FlushometerValveId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,FlushometerValve,FlushometerValve/MountedOn,MountedOn,boolean,optional,Mounted on
ibpdi,digital-twin,FlushometerValve,FlushometerValve/Technology,Technology,string,optional,Technology
ibpdi,digital-twin,FlushometerValve,FlushometerValve/Type,Type,string,optional,Faucet type
ibpdi,digital-twin,FlushometerValve,FlushometerValve/WaterPerFlush,WaterPerFlush,decimal,optional,Water per flush
ibpdi,digital-twin,GasMeter,GasMeter/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,GasMeter,GasMeter/GasMeterId,GasMeterId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,GasMeter,GasMeter/Mass,Mass,decimal,optional,Volume flow
ibpdi,digital-twin,GasMeter,GasMeter/MassFlow,MassFlow,decimal,optional,Mass flow
ibpdi,digital-twin,GasMeter,GasMeter/Measures,Measures,string,optional,Substance that is measured
ibpdi,digital-twin,GasMeter,GasMeter/Type,Type,string,optional,Water meter type
ibpdi,digital-twin,Gateway,Gateway/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Gateway,Gateway/ConnectorId,ConnectorId,string,optional,Registration id
ibpdi,digital-twin,Gateway,Gateway/Detected,Detected,boolean,optional,Detected (Y/N)
ibpdi,digital-twin,Gateway,Gateway/Enabled,Enabled,boolean,optional,Enabled (Y/N)
ibpdi,digital-twin,Gateway,Gateway/GatewayId,GatewayId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Gateway,Gateway/MountedInRack,MountedInRack,boolean,optional,Mounted in it rack
ibpdi,digital-twin,Gateway,Gateway/RackPosition,RackPosition,string,optional,It rack position
ibpdi,digital-twin,Gateway,Gateway/RegistrationId,RegistrationId,string,optional,Registration id
ibpdi,digital-twin,Gateway,Gateway/RegistrationKey,RegistrationKey,string,optional,Registration key
ibpdi,digital-twin,Generator,Generator/BulkStorageCapacity,BulkStorageCapacity,decimal,optional,Bulk storage capacity
ibpdi,digital-twin,Generator,Generator/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Generator,Generator/DayTankCapacity,DayTankCapacity,decimal,optional,Day tank capacity
ibpdi,digital-twin,Generator,Generator/Frequency,Frequency,string,optional,Frequency
ibpdi,digital-twin,Generator,Generator/FuelType,FuelType,string,optional,Fuel type
ibpdi,digital-twin,Generator,Generator/GeneratorId,GeneratorId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Generator,Generator/ModeOfOperation,ModeOfOperation,string,optional,Mode of operation
ibpdi,digital-twin,Generator,Generator/OutputPhases,OutputPhases,string,optional,Output phases
ibpdi,digital-twin,Generator,Generator/OutputVoltage,OutputVoltage,decimal,optional,Output voltage
ibpdi,digital-twin,Generator,Generator/PrimePower,PrimePower,decimal,optional,Standby power
ibpdi,digital-twin,Generator,Generator/PrimePowerKva,PrimePowerKva,decimal,optional,Prime power kva
ibpdi,digital-twin,Generator,Generator/StandbyPower,StandbyPower,decimal,optional,Standby power
ibpdi,digital-twin,Generator,Generator/StandbyPowerKva,StandbyPowerKva,decimal,optional,Standby power kva
ibpdi,digital-twin,Generator,Generator/Type,Type,string,optional,Generator type
ibpdi,digital-twin,HvacFan,HvacFan/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,HvacFan,HvacFan/DriveType,DriveType,string,optional,Hvac fan drive type
ibpdi,digital-twin,HvacFan,HvacFan/HvacFanId,HvacFanId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacFan,HvacFan/MaxAirflowRating,MaxAirflowRating,decimal,optional,Max flow capacity
ibpdi,digital-twin,HvacFan,HvacFan/MinAirflowRating,MinAirflowRating,decimal,optional,Min flow capacity
ibpdi,digital-twin,HvacFan,HvacFan/MotorPower,MotorPower,decimal,optional,Motor power
ibpdi,digital-twin,HvacFan,HvacFan/NominalAirflow,NominalAirflow,decimal,optional,Nominal airflow
ibpdi,digital-twin,HvacFan,HvacFan/Type,Type,string,optional,Define the specific hvac fan type
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DriveType,DriveType,string,optional,Other hvac fan drive type
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletCommissionDate,DuctInletCommissionDate,dateTime,optional,Commission date if duct inlet in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletConfiguration,DuctInletConfiguration,string,optional,Duct inlet configuration
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletExpectedEndOfLife,DuctInletExpectedEndOfLife,dateTime,optional,Expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletExpectedReplacementCost,DuctInletExpectedReplacementCost,decimal,optional,Duct inlet expected replacement costs
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletInitialCost,DuctInletInitialCost,decimal,optional,Duct inlet initial cost
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletInstallationDate,DuctInletInstallationDate,dateTime,optional,Duct inlet Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletMaintenanceInterval,DuctInletMaintenanceInterval,string,optional,"Duct inlet maintenance interval either as string: monthly, quarterly, etc. or as month"
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletModel,DuctInletModel,string,optional,Duct inlet model number
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletName,DuctInletName,string,optional,Name of Duct inlet
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletSerialNumber,DuctInletSerialNumber,string,optional,Serial number of component
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletShape,DuctInletShape,decimal,optional,Duct inlet shape
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletSize,DuctInletSize,decimal,optional,Duct inlet size
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletTagNumber,DuctInletTagNumber,string,optional,Tag number
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/DuctInletTurnoverDate,DuctInletTurnoverDate,dateTime,optional,Duct inlet turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanCommissionDate,FanCommissionDate,dateTime,optional,Fan commission date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanDriveType,FanDriveType,string,optional,Fan fan drive type
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanDurationLifeYear,FanDurationLifeYear,integer,optional,Fan life span of component in years
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanExpectedEndOfLife,FanExpectedEndOfLife,dateTime,optional,Fan expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanExpectedReplacementCost,FanExpectedReplacementCost,decimal,optional,Fan expected replacement costs
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanInitialCost,FanInitialCost,decimal,optional,Fan initial cost
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanInstallationDate,FanInstallationDate,dateTime,optional,Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanMaintenanceInterval,FanMaintenanceInterval,string,optional,"Fan maintenance interval either as string: monthly, quarterly, etc. or as month"
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanMaxAirflowRating,FanMaxAirflowRating,decimal,optional,Fan max flow capacity
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanMinAirflowRating,FanMinAirflowRating,decimal,optional,Fan min flow capacity
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanModelNumber,FanModelNumber,string,optional,Model number of fan
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanMotorPower,FanMotorPower,decimal,optional,Fan motor power
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanName,FanName,string,optional,Name of fan
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanNominalAirflow,FanNominalAirflow,decimal,optional,Fan nominal airflow
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanSerialNumber,FanSerialNumber,string,optional,Serial number of fan
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanTagNumber,FanTagNumber,string,optional,Fan tag number
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/FanTurnoverDate,FanTurnoverDate,dateTime,optional,Fan turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/HvacFanId,HvacFanId,,optional,
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/HvacFanSubComponentId,HvacFanSubComponentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/MaxAirflowRating,MaxAirflowRating,decimal,optional,Max flow capacity
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/MaxRotationSpeed,MaxRotationSpeed,decimal,optional,Max rotation speed in rotations per minute
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/MinAirflowRating,MinAirflowRating,decimal,optional,Min flow capacity
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/MotorPower,MotorPower,decimal,optional,Motor power
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/NominalAirflow,NominalAirflow,decimal,optional,Nominal airflow
ibpdi,digital-twin,HvacFanSubComponent,HvacFanSubComponent/Type,Type,string,optional,Ceiling fan type
ibpdi,digital-twin,HvacHeatTracing,HvacHeatTracing/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,HvacHeatTracing,HvacHeatTracing/HvacHeatTracingId,HvacHeatTracingId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacHeatTracing,HvacHeatTracing/PowerDensity,PowerDensity,decimal,optional,Amount of power density
ibpdi,digital-twin,HvacHeatTracing,HvacHeatTracing/Type,Type,string,optional,Hvac pump type
ibpdi,digital-twin,HvacPump,HvacPump/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,HvacPump,HvacPump/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,HvacPump,HvacPump/HeadCapacity,HeadCapacity,decimal,optional,Head capacity
ibpdi,digital-twin,HvacPump,HvacPump/HvacPumpId,HvacPumpId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacPump,HvacPump/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of hvac pump
ibpdi,digital-twin,HvacPump,HvacPump/PumpingMedia,PumpingMedia,string,optional,Pumping media
ibpdi,digital-twin,HvacPump,HvacPump/Type,Type,string,optional,Hvac pump type
ibpdi,digital-twin,HvacShutOffValve,HvacShutOffValve/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,HvacShutOffValve,HvacShutOffValve/HvacShutOffValveId,HvacShutOffValveId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacShutOffValve,HvacShutOffValve/HvacValveId,HvacValveId,,optional,
ibpdi,digital-twin,HvacShutOffValve,HvacShutOffValve/PipeDiameter,PipeDiameter,decimal,optional,Pipe diameter of hvac sub component
ibpdi,digital-twin,HvacShutOffValve,HvacShutOffValve/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of hvac sub component
ibpdi,digital-twin,HvacSystem,HvacSystem/ActualExhaustAirflow,ActualExhaustAirflow,decimal,optional,Actual exhaust airflow
ibpdi,digital-twin,HvacSystem,HvacSystem/ActualLoad,ActualLoad,decimal,optional,Actual hvac load
ibpdi,digital-twin,HvacSystem,HvacSystem/ActualSupplyAirflow,ActualSupplyAirflow,decimal,optional,Actual supply airflow
ibpdi,digital-twin,HvacSystem,HvacSystem/AirflowUnit,AirflowUnit,string,optional,Unit of airflow
ibpdi,digital-twin,HvacSystem,HvacSystem/CalculatedCoolingLoad,CalculatedCoolingLoad,decimal,optional,Calculated cooling load per area
ibpdi,digital-twin,HvacSystem,HvacSystem/CalculatedHeatingLoad,CalculatedHeatingLoad,decimal,optional,Calculated heating load per area
ibpdi,digital-twin,HvacSystem,HvacSystem/CalculatedSupplyAirflow,CalculatedSupplyAirflow,decimal,optional,Specified supply airflow
ibpdi,digital-twin,HvacSystem,HvacSystem/CoolingCapacity,CoolingCapacity,decimal,optional,Cooling capacity in tonnes
ibpdi,digital-twin,HvacSystem,HvacSystem/CoolingSensibleHeatRatio,CoolingSensibleHeatRatio,decimal,optional,Cooling sensible heat ratio
ibpdi,digital-twin,HvacSystem,HvacSystem/DesignCoolingLoad,DesignCoolingLoad,decimal,optional,Design cooling load per area
ibpdi,digital-twin,HvacSystem,HvacSystem/DesignHeatingLoad,DesignHeatingLoad,decimal,optional,Design heating load per area
ibpdi,digital-twin,HvacSystem,HvacSystem/DesignLoadPerArea,DesignLoadPerArea,decimal,optional,Design load per area
ibpdi,digital-twin,HvacSystem,HvacSystem/HeatingCapacity,HeatingCapacity,decimal,optional,Heating capacity
ibpdi,digital-twin,HvacSystem,HvacSystem/HvacSystemId,HvacSystemId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacSystem,HvacSystem/LoadUnit,LoadUnit,string,optional,Unit of load
ibpdi,digital-twin,HvacSystem,HvacSystem/ManufacturerCoilBypassFactor,ManufacturerCoilBypassFactor,decimal,optional,Manufacturer coil bypass factor
ibpdi,digital-twin,HvacSystem,HvacSystem/MaximumCoolingCapacity,MaximumCoolingCapacity,decimal,optional,Maximum cooling capacity
ibpdi,digital-twin,HvacSystem,HvacSystem/SpecifiedExhaustAirflow,SpecifiedExhaustAirflow,decimal,optional,Specified exhaust airflow
ibpdi,digital-twin,HvacSystem,HvacSystem/SpecifiedSupplyAirflow,SpecifiedSupplyAirflow,decimal,optional,Specified supply airflow
ibpdi,digital-twin,HvacSystem,HvacSystem/SystemId,SystemId,,optional,
ibpdi,digital-twin,HvacTank,HvacTank/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,HvacTank,HvacTank/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,HvacTank,HvacTank/HeadCapacity,HeadCapacity,decimal,optional,Head capacity
ibpdi,digital-twin,HvacTank,HvacTank/HvacTankId,HvacTankId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacTank,HvacTank/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of hvac pump
ibpdi,digital-twin,HvacTank,HvacTank/PumpingMedia,PumpingMedia,string,optional,Pumping media
ibpdi,digital-twin,HvacTank,HvacTank/Type,Type,string,optional,Hvac tank type
ibpdi,digital-twin,HvacValve,HvacValve/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,HvacValve,HvacValve/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,HvacValve,HvacValve/HvacValveId,HvacValveId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,HvacValve,HvacValve/PipeDiameter,PipeDiameter,decimal,optional,Pipe diameter of hvac valve
ibpdi,digital-twin,HvacValve,HvacValve/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of hvac valve
ibpdi,digital-twin,HvacValve,HvacValve/Type,Type,string,optional,Hvac valve type
ibpdi,digital-twin,IctHardware,IctHardware/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,IctHardware,IctHardware/IctHardwareId,IctHardwareId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,IctHardware,IctHardware/MountedInRack,MountedInRack,boolean,optional,Mounted in it rack
ibpdi,digital-twin,IctHardware,IctHardware/RackPosition,RackPosition,string,optional,It rack position
ibpdi,digital-twin,IctHardware,IctHardware/Type,Type,string,optional,Ict hardware type
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/CableCategory,CableCategory,string,optional,Category of cable
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/CableRating,CableRating,string,optional,Determine the parameters within which a cable can be safely used
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/CableType,CableType,string,optional,Type of cable
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/FibreType,FibreType,string,optional,Cable type of fibre
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/InformationAndCommunicationSystemId,InformationAndCommunicationSystemId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/SignalType,SignalType,string,optional,Cable signal type
ibpdi,digital-twin,InformationAndCommunicationSystem,InformationAndCommunicationSystem/SystemId,SystemId,,optional,
ibpdi,digital-twin,ItRack,ItRack/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,ItRack,ItRack/HeightRUs,HeightRUs,decimal,optional,Height of RUs (rack units)
ibpdi,digital-twin,ItRack,ItRack/ItRackId,ItRackId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,ItRack,ItRack/Mounting,Mounting,string,optional,Mounting details
ibpdi,digital-twin,ItRack,ItRack/Type,Type,string,optional,It rack type
ibpdi,digital-twin,JockeyPump,JockeyPump/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,JockeyPump,JockeyPump/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,JockeyPump,JockeyPump/HeadCapacity,HeadCapacity,decimal,optional,Head capacity
ibpdi,digital-twin,JockeyPump,JockeyPump/JockeyPumpId,JockeyPumpId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,JockeyPump,JockeyPump/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of jockey pump
ibpdi,digital-twin,JockeyPump,JockeyPump/PumpingMedia,PumpingMedia,string,optional,Pumping media
ibpdi,digital-twin,JockeyPump,JockeyPump/Type,Type,string,optional,Jockey pump type
ibpdi,digital-twin,Land,Land/LandCode,LandCode,string,optional,User specific Land Code
ibpdi,digital-twin,Land,Land/LandCoverage,LandCoverage,string,optional,Development level of land
ibpdi,digital-twin,Land,Land/LandId,LandId,string,optional,Customer ID from previous system  (ID before onboarding data to BM)
ibpdi,digital-twin,Land,Land/LandParcelNr,LandParcelNr,string,optional,District/Zoning number registered for the Plot of land
ibpdi,digital-twin,Land,Land/SelfUse,SelfUse,boolean,optional,Is land self used or not (Y/N)
ibpdi,digital-twin,Land,Land/SiteId,SiteId,,optional,
ibpdi,digital-twin,Land,Land/Status,Status,string,optional,Status of site
ibpdi,digital-twin,Land,Land/Type,Type,string,optional,Type of land
ibpdi,digital-twin,Land,Land/TypeOfOwnership,TypeOfOwnership,string,optional,Is the land owned or leased.
ibpdi,digital-twin,LightingSystem,LightingSystem/GlareIndex,GlareIndex,integer,optional,Glare index
ibpdi,digital-twin,LightingSystem,LightingSystem/IEEEIlluminationLevels,IEEEIlluminationLevels,integer,optional,Volume domestic cold water
ibpdi,digital-twin,LightingSystem,LightingSystem/IlluminationUnit,IlluminationUnit,string,optional,Measurement unit for illumination 
