standard,module,type_name,path,leaf_name,range,cardinality,definition
mits,lead-management,CallData,CallData/CallFrom,CallFrom,xs:string,optional,
mits,lead-management,CallData,CallData/CallStatus,CallStatus,,optional,"Answered, Not Answerd, etc"
mits,lead-management,CallData,CallData/CallThrough,CallThrough,xs:string,optional,The number that is called
mits,lead-management,CallData,CallData/CallTracker,CallTracker,xs:string,optional,The name of the entity that has provided the tracking number
mits,lead-management,CallData,CallData/CallerId,CallerId,Identification,optional,
mits,lead-management,CallData,CallData/Duration,Duration,xs:string,optional,Length of the call
mits,lead-management,CallData,CallData/RingThrough,RingThrough,xs:string,optional,The number that rings on site
mits,lead-management,CompaniesType,CompaniesType/Company,Company,CompanyType,repeating,
mits,lead-management,CompanyContactType,CompanyContactType/CompanyContacts,CompanyContacts,CompanyContactsType,optional,
mits,lead-management,CompanyContactType,CompanyContactType/CompanyRef,CompanyRef,Identifiable,optional,
mits,lead-management,CompanyContactType,CompanyContactType/CompanyRole,CompanyRole,CompanyRoleType,optional,
mits,lead-management,CompanyContactsType,CompanyContactsType/CompanyContact,CompanyContact,CompanyPersonContactType,repeating,
mits,lead-management,CompanyPersonContactType,CompanyPersonContactType/PersonContactRef,PersonContactRef,Identifiable,required,
mits,lead-management,CompanyPersonContactType,CompanyPersonContactType/PersonContactRole,PersonContactRole,PersonCompanyRoleType,required,
mits,lead-management,CompanyType,CompanyType/Address,Address,AddressType,repeating,
mits,lead-management,CompanyType,CompanyType/CompanyName,CompanyName,StringMax50Type,required,
mits,lead-management,CompanyType,CompanyType/Email,Email,StringMax80Type,optional,
mits,lead-management,CompanyType,CompanyType/Logo,Logo,StringMax100Type,optional,
mits,lead-management,CompanyType,CompanyType/Phone,Phone,PhoneType,repeating,
mits,lead-management,CompanyType,CompanyType/WebSite,WebSite,StringMax100Type,optional,
mits,lead-management,ContactsType,ContactsType/Companies,Companies,CompaniesType,required,
mits,lead-management,ContactsType,ContactsType/Persons,Persons,PersonsType,required,
mits,lead-management,ContactsType,ContactsType/PropertyContacts,PropertyContacts,PropertyContactsType,required,
mits,lead-management,CurrencyRangeType,CurrencyRangeType/Currency,Currency,Currency,optional,
mits,lead-management,CurrencyRangeType,CurrencyRangeType/Exact,Exact,Money,optional,Exact
mits,lead-management,CurrencyRangeType,CurrencyRangeType/Max,Max,Money,optional,Max
mits,lead-management,CurrencyRangeType,CurrencyRangeType/Min,Min,Money,optional,Min
mits,lead-management,CurrentNumberOccupantsType,CurrentNumberOccupantsType/Child,Child,xs:integer,optional,
mits,lead-management,CurrentNumberOccupantsType,CurrentNumberOccupantsType/Total,Total,xs:integer,required,
mits,lead-management,EmailData,EmailData/EmailAddresses,EmailAddresses,,required,
mits,lead-management,EmailData,EmailData/EmailBody,EmailBody,xs:string,required,The contents of the email
mits,lead-management,EmailData,EmailData/EmailDate,EmailDate,xs:dateTime,optional,
mits,lead-management,EmailData,EmailData/IsHTML,IsHTML,xs:boolean,optional,"Boolean, was this email an HTML email"
mits,lead-management,EmailData,EmailData/MessageId,MessageId,xs:string,optional,
mits,lead-management,EmailData,EmailData/Subject,Subject,xs:string,required,The subject of the email
mits,lead-management,EventType,EventType/Agent,Agent,,optional,Person(on-site or not) or process that primarily performed the said event
mits,lead-management,EventType,EventType/CallData,CallData,CallData,optional,Information about a call specific action
mits,lead-management,EventType,EventType/Comments,Comments,,optional,Comments about the event as made by the agent
mits,lead-management,EventType,EventType/EmailData,EmailData,EmailData,optional,Information about a call specific action
mits,lead-management,EventType,EventType/EventDate,EventDate,xs:dateTime,required,
mits,lead-management,EventType,EventType/EventID,EventID,Identification,optional,
mits,lead-management,EventType,EventType/EventReasons,EventReasons,xs:string,optional,"Information about the event, such as reasons for failure to convert or reasons for leasing"
mits,lead-management,EventType,EventType/EventType,EventType,EventTypes,required,
mits,lead-management,EventType,EventType/FirstContact,FirstContact,xs:boolean,optional,The first contcat node denotes if the containing event node is the originating contact that has created this lead
mits,lead-management,EventType,EventType/Quotes,Quotes,,optional,
mits,lead-management,EventType,EventType/TransactionSource,TransactionSource,,optional,TransactionSource contains the identification of the submitting system for this event.
mits,lead-management,Identifiable,Identifiable/Identification,Identification,Identification,repeating,
mits,lead-management,Identification,Identification/IDRank,IDRank,IDRank,optional,Ranking value
mits,lead-management,Identification,Identification/IDScopeType,IDScopeType,IDScopeType,optional,Where ID originates from
mits,lead-management,Identification,Identification/IDType,IDType,StringMax50Type,optional,ID Type attribute should mirror the element it describes or be used as an IDRef for a Company or Person in Contacts
mits,lead-management,Identification,Identification/IDValue,IDValue,xs:string,required,Actual ID value
mits,lead-management,Identification,Identification/OrganizationName,OrganizationName,xs:string,optional,"Defines the ID Scope in terms of sender, receiver, or other third party"
mits,lead-management,LeaseType,LeaseType/AccountNumber,AccountNumber,StringMax50Type,optional,
mits,lead-management,LeaseType,LeaseType/ActualMoveIn,ActualMoveIn,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/ActualMoveOut,ActualMoveOut,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/CurrentNumberOccupants,CurrentNumberOccupants,CurrentNumberOccupantsType,optional,
mits,lead-management,LeaseType,LeaseType/CurrentRent,CurrentRent,xs:decimal,optional,
mits,lead-management,LeaseType,LeaseType/ExpectedMoveInDate,ExpectedMoveInDate,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/ExpectedMoveOutDate,ExpectedMoveOutDate,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/LeaseFromDate,LeaseFromDate,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/LeaseSignDate,LeaseSignDate,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/LeaseToDate,LeaseToDate,xs:date,optional,
mits,lead-management,LeaseType,LeaseType/PaymentAccepted,PaymentAccepted,StringMax50Type,optional,
mits,lead-management,LeaseType,LeaseType/ResponsibleForLease,ResponsibleForLease,xs:boolean,optional,
mits,lead-management,LeaseType,LeaseType/SpecialStatus,SpecialStatus,StringMax50Type,optional,
mits,lead-management,NameType,NameType/FirstName,FirstName,StringMax50Type,required,
mits,lead-management,NameType,NameType/LastName,LastName,StringMax50Type,required,
mits,lead-management,NameType,NameType/MaidenName,MaidenName,StringMax50Type,optional,
mits,lead-management,NameType,NameType/MiddleName,MiddleName,StringMax50Type,optional,
mits,lead-management,NameType,NameType/NamePrefix,NamePrefix,StringMax50Type,optional,
mits,lead-management,NameType,NameType/NameSuffix,NameSuffix,StringMax50Type,optional,
mits,lead-management,NumericRangeType,NumericRangeType/Exact,Exact,xs:integer,optional,Exact
mits,lead-management,NumericRangeType,NumericRangeType/Max,Max,xs:integer,optional,Max
mits,lead-management,NumericRangeType,NumericRangeType/Min,Min,xs:integer,optional,Min
mits,lead-management,PersonType,PersonType/Address,Address,AddressType,repeating,Element describs a (real-world or email) address
mits,lead-management,PersonType,PersonType/Email,Email,StringMax80Type,optional,
mits,lead-management,PersonType,PersonType/Name,Name,NameType,required,Elements describing a persons name
mits,lead-management,PersonType,PersonType/Phone,Phone,PhoneType,repeating,"Description, Number and Extension information for a phone contact"
mits,lead-management,PersonsType,PersonsType/Person,Person,PersonType,repeating,
mits,lead-management,PetType,PetType/Count,Count,,required,
mits,lead-management,PetType,PetType/Description,Description,,optional,
mits,lead-management,PetType,PetType/PetType,PetType,,required,
mits,lead-management,PetType,PetType/Size,Size,,optional,
mits,lead-management,PetType,PetType/Weight,Weight,xs:string,optional,
mits,lead-management,PhoneType,PhoneType/Extension,Extension,StringMax20Type,optional,
mits,lead-management,PhoneType,PhoneType/PhoneDescription,PhoneDescription,StringMax50Type,optional,
mits,lead-management,PhoneType,PhoneType/PhoneNumber,PhoneNumber,StringMax20Type,optional,
mits,lead-management,PhoneType,PhoneType/PhoneType,PhoneType,PhoneInfo,required,
mits,lead-management,PropertiesType,PropertiesType/Property,Property,PropertyType,repeating,
mits,lead-management,PropertyContactsType,PropertyContactsType/PropertyContact,PropertyContact,CompanyContactType,repeating,
mits,lead-management,PropertyType,PropertyType/APN,APN,StringMax40Type,optional,
mits,lead-management,PropertyType,PropertyType/Address,Address,AddressType,repeating,
mits,lead-management,PropertyType,PropertyType/Email,Email,StringMax80Type,optional,
mits,lead-management,PropertyType,PropertyType/LegalName,LegalName,StringMax120Type,optional,
mits,lead-management,PropertyType,PropertyType/MSA_Name,MSA_Name,StringMax60Type,optional,
mits,lead-management,PropertyType,PropertyType/MSA_Number,MSA_Number,xs:integer,optional,
mits,lead-management,PropertyType,PropertyType/MarketingName,MarketingName,StringMax120Type,required,
mits,lead-management,PropertyType,PropertyType/Phone,Phone,PhoneType,repeating,
mits,lead-management,PropertyType,PropertyType/StructureDescription,StructureDescription,StringMax100Type,optional,
mits,lead-management,PropertyType,PropertyType/WebSite,WebSite,StringMax100Type,optional,
mits,lead-management,SpecificAmenityType,SpecificAmenityType/AmenityType,AmenityType,,required,
mits,lead-management,SpecificAmenityType,SpecificAmenityType/Description,Description,,optional,
mits,lead-management,SpecificAmenityType,SpecificAmenityType/Rank,Rank,,optional,
mits,lead-management,SpecificAmenityType,SpecificAmenityType/SubType,SubType,,optional,
mits,lead-management,UnitType,UnitType/Address,Address,AddressType,repeating,
mits,lead-management,UnitType,UnitType/BuildingName,BuildingName,StringMax50Type,optional,
mits,lead-management,UnitType,UnitType/FloorplanName,FloorplanName,StringMax50Type,optional,
mits,lead-management,UnitType,UnitType/MarketRent,MarketRent,Decimal7Digits2Fraction,optional,
mits,lead-management,UnitType,UnitType/MarketingName,MarketingName,StringMax120Type,optional,
mits,lead-management,UnitType,UnitType/MaxSquareFeet,MaxSquareFeet,Integer5Digit,optional,
mits,lead-management,UnitType,UnitType/MinSquareFeet,MinSquareFeet,Integer5Digit,optional,
mits,lead-management,UnitType,UnitType/NumberOccupants,NumberOccupants,CurrentNumberOccupantsType,optional,
mits,lead-management,UnitType,UnitType/PhaseName,PhaseName,StringMax50Type,optional,
mits,lead-management,UnitType,UnitType/SquareFootType,SquareFootType,UnitSqftInfo,optional,
mits,lead-management,UnitType,UnitType/UnitBathrooms,UnitBathrooms,Decimal4Digits2Fraction,optional,
mits,lead-management,UnitType,UnitType/UnitBedrooms,UnitBedrooms,Decimal4Digits2Fraction,optional,
mits,lead-management,UnitType,UnitType/UnitEconomicStatus,UnitEconomicStatus,UnitEconStatusInfo,optional,
mits,lead-management,UnitType,UnitType/UnitEconomicStatusDescription,UnitEconomicStatusDescription,StringMax100Type,optional,
mits,lead-management,UnitType,UnitType/UnitLeasedStatus,UnitLeasedStatus,UnitLeaseStatusInfo,optional,
mits,lead-management,UnitType,UnitType/UnitLeasedStatusDescription,UnitLeasedStatusDescription,StringMax100Type,optional,
mits,lead-management,UnitType,UnitType/UnitOccupancyStatus,UnitOccupancyStatus,UnitOccpStatusInfo,optional,
mits,lead-management,UnitType,UnitType/UnitRent,UnitRent,Decimal7Digits2Fraction,optional,
mits,lead-management,UnitType,UnitType/UnitType,UnitType,StringMax50Type,optional,
mits,lead-management,UnitsType,UnitsType/Unit,Unit,UnitType,repeating,
mits,lease-application,AccountingData,AccountingData/ChargeSet,ChargeSet,ChargeSet,repeating,
mits,lease-application,AdditionalSpace,AdditionalSpace/Address,Address,AddressType,optional,
mits,lease-application,AdditionalSpace,AdditionalSpace/Description,Description,xs:string,optional,
mits,lease-application,AdditionalSpace,AdditionalSpace/Private,Private,xs:boolean,optional,
mits,lease-application,AdditionalSpace,AdditionalSpace/SpaceNumber,SpaceNumber,xs:string,optional,
mits,lease-application,AdditionalSpace,AdditionalSpace/SpaceType,SpaceType,AdditionalSpaceType,required,
mits,lease-application,AddressType,AddressType/AddressLine1,AddressLine1,StringMax100Type,optional,
mits,lease-application,AddressType,AddressType/AddressLine2,AddressLine2,StringMax100Type,optional,
mits,lease-application,AddressType,AddressType/AddressType,AddressType,AddressInfo,required,
mits,lease-application,AddressType,AddressType/City,City,StringMax60Type,optional,
mits,lease-application,AddressType,AddressType/Country,Country,StringMax50Type,optional,
mits,lease-application,AddressType,AddressType/CountyName,CountyName,StringMax60Type,optional,
mits,lease-application,AddressType,AddressType/Description,Description,StringMax100Type,optional,
mits,lease-application,AddressType,AddressType/PostalCode,PostalCode,StringMax12Type,optional,
mits,lease-application,AddressType,AddressType/Province,Province,StringMax60Type,optional,
mits,lease-application,AddressType,AddressType/State,State,StringMax3Type,optional,
mits,lease-application,AddressType,AddressType/UnparsedAddress,UnparsedAddress,StringMax500Type,optional,
mits,lease-application,Asset,Asset/AssetType,AssetType,AssetType,optional,
mits,lease-application,Asset,Asset/Description,Description,xs:string,required,
mits,lease-application,Asset,Asset/IsLiquid,IsLiquid,xs:boolean,optional,
mits,lease-application,Asset,Asset/Value,Value,DatedCurrency,required,
mits,lease-application,BankAccount,BankAccount/AccountNumber,AccountNumber,StringMax50,required,
mits,lease-application,BankAccount,BankAccount/Balance,Balance,DatedCurrency,required,
mits,lease-application,BankAccount,BankAccount/Bank,Bank,CompanyType,required,
mits,lease-application,BaseTenant,BaseTenant/AccountingData,AccountingData,AccountingData,optional,
mits,lease-application,BaseTenant,BaseTenant/DocumentData,DocumentData,DocumentData,optional,
mits,lease-application,BaseTenant,BaseTenant/LeaseID,LeaseID,IdentificationType,repeating,
mits,lease-application,BaseTenant,BaseTenant/Reference,Reference,Reference,repeating,
mits,lease-application,Charge,Charge/Amount,Amount,MITS-Currency,required,
mits,lease-application,Charge,Charge/ChargeType,ChargeType,ChargeType,required,
mits,lease-application,Charge,Charge/Label,Label,xs:string,optional,
mits,lease-application,ChargeSet,ChargeSet/Charge,Charge,Charge,repeating,
mits,lease-application,ChargeSet,ChargeSet/End,End,xs:date,optional,
mits,lease-application,ChargeSet,ChargeSet/Frequency,Frequency,Frequency,required,
mits,lease-application,ChargeSet,ChargeSet/Start,Start,xs:date,required,
mits,lease-application,CompaniesType,CompaniesType/Company,Company,CompanyType,repeating,
mits,lease-application,CompanyContactType,CompanyContactType/CompanyContacts,CompanyContacts,CompanyContactsType,optional,
mits,lease-application,CompanyContactType,CompanyContactType/CompanyRef,CompanyRef,Identifiable,optional,
mits,lease-application,CompanyContactType,CompanyContactType/CompanyRole,CompanyRole,CompanyRoleType,optional,
mits,lease-application,CompanyContactsType,CompanyContactsType/CompanyContact,CompanyContact,CompanyPersonContactType,repeating,
mits,lease-application,CompanyPersonContactType,CompanyPersonContactType/PersonContactRef,PersonContactRef,Identifiable,required,
mits,lease-application,CompanyPersonContactType,CompanyPersonContactType/PersonContactRole,PersonContactRole,PersonCompanyRoleType,required,
mits,lease-application,CompanyType,CompanyType/Address,Address,AddressType,repeating,
mits,lease-application,CompanyType,CompanyType/CompanyName,CompanyName,StringMax50Type,required,
mits,lease-application,CompanyType,CompanyType/Email,Email,StringMax80Type,optional,
mits,lease-application,CompanyType,CompanyType/Logo,Logo,StringMax100Type,optional,
mits,lease-application,CompanyType,CompanyType/Phone,Phone,PhoneType,repeating,
mits,lease-application,CompanyType,CompanyType/WebSite,WebSite,StringMax100Type,optional,
mits,lease-application,ContactsType,ContactsType/Companies,Companies,CompaniesType,required,
mits,lease-application,ContactsType,ContactsType/Persons,Persons,PersonsType,required,
mits,lease-application,ContactsType,ContactsType/PropertyContacts,PropertyContacts,PropertyContactsType,required,
mits,lease-application,CorporateID,CorporateID/CorporateIDType,CorporateIDType,CorporateIDType,required,
mits,lease-application,CorporateID,CorporateID/IDIssuer,IDIssuer,xs:string,optional,
mits,lease-application,CorporateID,CorporateID/IDNumber,IDNumber,xs:string,required,
mits,lease-application,CorporateID,CorporateID/IDTitle,IDTitle,xs:string,optional,
mits,lease-application,CorporateTenant,CorporateTenant/Company,Company,CompanyType,required,
mits,lease-application,CorporateTenant,CorporateTenant/CorporateID,CorporateID,CorporateID,repeating,
mits,lease-application,CorporateTenant,CorporateTenant/Representative,Representative,PersonType,optional,
mits,lease-application,CorporateTenant,CorporateTenant/RepresentativeTitle,RepresentativeTitle,xs:string,optional,
mits,lease-application,CriminalBackground,CriminalBackground/CriminalRecord,CriminalRecord,CriminalRecord,repeating,
mits,lease-application,CriminalRecord,CriminalRecord/County,County,xs:string,optional,
mits,lease-application,CriminalRecord,CriminalRecord/Description,Description,xs:string,required,
mits,lease-application,CriminalRecord,CriminalRecord/State,State,xs:string,optional,
mits,lease-application,CurrencyRangeType,CurrencyRangeType/Currency,Currency,Currency,optional,
mits,lease-application,CurrencyRangeType,CurrencyRangeType/Exact,Exact,Money,optional,
mits,lease-application,CurrencyRangeType,CurrencyRangeType/Max,Max,Money,optional,
mits,lease-application,CurrencyRangeType,CurrencyRangeType/Min,Min,Money,optional,
mits,lease-application,CurrentNumberOccupantsType,CurrentNumberOccupantsType/Child,Child,xs:integer,optional,
mits,lease-application,CurrentNumberOccupantsType,CurrentNumberOccupantsType/Total,Total,xs:integer,required,
mits,lease-application,Device,Device/Label,Label,xs:string,required,
mits,lease-application,Device,Device/Quantity,Quantity,xs:int,required,
mits,lease-application,Device,Device/ReplacementCost,ReplacementCost,MITS-Currency,optional,
mits,lease-application,Device,Device/SerialNumber,SerialNumber,xs:string,repeating,
mits,lease-application,Devices,Devices/Device,Device,Device,repeating,
mits,lease-application,Document,Document/DocumentType,DocumentType,DocumentType,optional,
mits,lease-application,Document,Document/Label,Label,xs:string,optional,
mits,lease-application,Document,Document/Signature,Signature,Signature,optional,
mits,lease-application,Document,Document/Version,Version,xs:string,optional,
mits,lease-application,DocumentData,DocumentData/DocumentField,DocumentField,DocumentField,repeating,
mits,lease-application,DocumentField,DocumentField/Label,Label,xs:string,optional,
mits,lease-application,Documents,Documents/Document,Document,Document,repeating,
mits,lease-application,Error,Error/Message,Message,xs:string,required,
mits,lease-application,Error,Error/RetryPossible,RetryPossible,xs:boolean,optional,
mits,lease-application,Finances,Finances/Asset,Asset,Asset,repeating,
mits,lease-application,Finances,Finances/BankAccount,BankAccount,BankAccount,repeating,
mits,lease-application,Finances,Finances/IncomeSource,IncomeSource,IncomeSource,repeating,
mits,lease-application,Finances,Finances/Occupation,Occupation,Occupation,repeating,
mits,lease-application,Identifiable,Identifiable/Identification,Identification,Identification,repeating,
mits,lease-application,Identification,Identification/IDRank,IDRank,IDRank,optional,
mits,lease-application,Identification,Identification/IDScopeType,IDScopeType,IDScopeType,optional,
mits,lease-application,Identification,Identification/IDType,IDType,StringMax50Type,optional,
mits,lease-application,Identification,Identification/IDValue,IDValue,xs:string,required,
mits,lease-application,Identification,Identification/OrganizationName,OrganizationName,xs:string,optional,
mits,lease-application,IncomeSource,IncomeSource/Description,Description,StringMax50,required,
mits,lease-application,LA_Lease,LA_Lease/AccountingData,AccountingData,AccountingData,optional,
mits,lease-application,LA_Lease,LA_Lease/Devices,Devices,Devices,optional,
mits,lease-application,LA_Lease,LA_Lease/DocumentData,DocumentData,DocumentData,optional,
mits,lease-application,LA_Lease,LA_Lease/Documents,Documents,Documents,optional,
mits,lease-application,LA_Lease,LA_Lease/LeaseEvents,LeaseEvents,LeaseEvents,optional,
mits,lease-application,LA_Lease,LA_Lease/ParkingStorage,ParkingStorage,ParkingStorage,optional,
mits,lease-application,LA_Lease,LA_Lease/Pets,Pets,Pets,optional,
mits,lease-application,LA_Lease,LA_Lease/Policies,Policies,Policies,optional,
mits,lease-application,LA_Lease,LA_Lease/Property,Property,PropertyType,optional,
mits,lease-application,LA_Lease,LA_Lease/Status,Status,LeaseStatus,repeating,
mits,lease-application,LA_Lease,LA_Lease/Unit,Unit,UnitType,optional,
mits,lease-application,LA_Lease,LA_Lease/Utilities,Utilities,Utilities,optional,
mits,lease-application,LeaseApplication,LeaseApplication/CorporateTenant,CorporateTenant,CorporateTenant,repeating,
mits,lease-application,LeaseApplication,LeaseApplication/Error,Error,Error,repeating,
mits,lease-application,LeaseApplication,LeaseApplication/LA_Lease,LA_Lease,LA_Lease,repeating,
mits,lease-application,LeaseApplication,LeaseApplication/Tenant,Tenant,Tenant,repeating,
mits,lease-application,LeaseApplication,LeaseApplication/anonymous,anonymous,,repeating,
mits,lease-application,LeaseEvent,LeaseEvent/Date,Date,xs:date,required,
mits,lease-application,LeaseEvent,LeaseEvent/Description,Description,xs:string,optional,
mits,lease-application,LeaseEvent,LeaseEvent/EventType,EventType,LeaseEventType,required,
mits,lease-application,LeaseEvents,LeaseEvents/LeaseEvent,LeaseEvent,LeaseEvent,repeating,
mits,lease-application,LeaseStatus,LeaseStatus/ApprovalStatus,ApprovalStatus,ApprovalStatus,required,
mits,lease-application,LeaseStatus,LeaseStatus/ModifiedBy,ModifiedBy,PersonType,optional,
mits,lease-application,LeaseStatus,LeaseStatus/ModifiedOn,ModifiedOn,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/AccountNumber,AccountNumber,StringMax50Type,optional,
mits,lease-application,LeaseType,LeaseType/ActualMoveIn,ActualMoveIn,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/ActualMoveOut,ActualMoveOut,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/CurrentNumberOccupants,CurrentNumberOccupants,CurrentNumberOccupantsType,optional,
mits,lease-application,LeaseType,LeaseType/CurrentRent,CurrentRent,xs:decimal,optional,
mits,lease-application,LeaseType,LeaseType/ExpectedMoveInDate,ExpectedMoveInDate,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/ExpectedMoveOutDate,ExpectedMoveOutDate,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/LeaseFromDate,LeaseFromDate,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/LeaseSignDate,LeaseSignDate,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/LeaseToDate,LeaseToDate,xs:date,optional,
mits,lease-application,LeaseType,LeaseType/PaymentAccepted,PaymentAccepted,StringMax50Type,optional,
mits,lease-application,LeaseType,LeaseType/ResponsibleForLease,ResponsibleForLease,xs:boolean,optional,
mits,lease-application,LeaseType,LeaseType/SpecialStatus,SpecialStatus,StringMax50Type,optional,
mits,lease-application,Name,Name/FirstName,FirstName,StringMax50,required,
mits,lease-application,Name,Name/LastName,LastName,StringMax50,required,
mits,lease-application,Name,Name/MaidenName,MaidenName,StringMax50,optional,
mits,lease-application,Name,Name/MiddleName,MiddleName,StringMax50,optional,
mits,lease-application,Name,Name/NamePrefix,NamePrefix,StringMax50,optional,
mits,lease-application,Name,Name/NameSuffix,NameSuffix,StringMax50,optional,
mits,lease-application,NameType,NameType/FirstName,FirstName,StringMax50Type,required,
mits,lease-application,NameType,NameType/LastName,LastName,StringMax50Type,required,
mits,lease-application,NameType,NameType/MaidenName,MaidenName,StringMax50Type,optional,
mits,lease-application,NameType,NameType/MiddleName,MiddleName,StringMax50Type,optional,
mits,lease-application,NameType,NameType/NamePrefix,NamePrefix,StringMax50Type,optional,
mits,lease-application,NameType,NameType/NameSuffix,NameSuffix,StringMax50Type,optional,
mits,lease-application,NumericRangeType,NumericRangeType/Exact,Exact,xs:integer,optional,
mits,lease-application,NumericRangeType,NumericRangeType/Max,Max,xs:integer,optional,
mits,lease-application,NumericRangeType,NumericRangeType/Min,Min,xs:integer,optional,
mits,lease-application,Occupation,Occupation/Employer,Employer,CompanyType,optional,
mits,lease-application,Occupation,Occupation/End,End,xs:date,optional,
mits,lease-application,Occupation,Occupation/Salary,Salary,Salary,required,
mits,lease-application,Occupation,Occupation/Start,Start,xs:date,optional,
mits,lease-application,Occupation,Occupation/Supervisor,Supervisor,PersonType,optional,
mits,lease-application,Occupation,Occupation/Title,Title,StringMax50,optional,
mits,lease-application,ParkingStorage,ParkingStorage/AdditionalSpace,AdditionalSpace,AdditionalSpace,repeating,
mits,lease-application,ParkingStorage,ParkingStorage/Vehicle,Vehicle,Vehicle,repeating,
mits,lease-application,PersonType,PersonType/Address,Address,AddressType,repeating,
mits,lease-application,PersonType,PersonType/Email,Email,StringMax80Type,optional,
mits,lease-application,PersonType,PersonType/Name,Name,NameType,required,
mits,lease-application,PersonType,PersonType/Phone,Phone,PhoneType,repeating,
mits,lease-application,PersonalID,PersonalID/IDIssuer,IDIssuer,xs:string,optional,
mits,lease-application,PersonalID,PersonalID/IDNumber,IDNumber,xs:string,required,
mits,lease-application,PersonalID,PersonalID/PersonalIDType,PersonalIDType,PersonalIDType,required,
mits,lease-application,PersonsType,PersonsType/Person,Person,PersonType,repeating,
mits,lease-application,PetType,PetType/Count,Count,,required,
mits,lease-application,PetType,PetType/Description,Description,,optional,
mits,lease-application,PetType,PetType/PetType,PetType,,required,
mits,lease-application,PetType,PetType/Size,Size,,optional,
mits,lease-application,PetType,PetType/Weight,Weight,xs:string,optional,
mits,lease-application,Pets,Pets/Pet,Pet,PetType,repeating,
mits,lease-application,PhoneType,PhoneType/Extension,Extension,StringMax20Type,optional,
mits,lease-application,PhoneType,PhoneType/PhoneDescription,PhoneDescription,StringMax50Type,optional,
mits,lease-application,PhoneType,PhoneType/PhoneNumber,PhoneNumber,StringMax20Type,optional,
mits,lease-application,PhoneType,PhoneType/PhoneType,PhoneType,PhoneInfo,required,
mits,lease-application,Policies,Policies/Policy,Policy,Policy,repeating,
mits,lease-application,Policy,Policy/Eviction,Eviction,NoContent,optional,
mits,lease-application,Policy,Policy/Fee,Fee,Fee,optional,
mits,lease-application,Policy,Policy/GuestVisitsLongerThan,GuestVisitsLongerThan,xs:integer,optional,
mits,lease-application,Policy,Policy/LockedOut,LockedOut,xs:integer,optional,
mits,lease-application,Policy,Policy/LostKeys,LostKeys,xs:integer,optional,
mits,lease-application,Policy,Policy/MoreGuestsThan,MoreGuestsThan,xs:integer,optional,
mits,lease-application,Policy,Policy/NoticeServed,NoticeServed,xs:integer,optional,
mits,lease-application,Policy,Policy/OtherAction,OtherAction,xs:string,repeating,
mits,lease-application,Policy,Policy/OtherCondition,OtherCondition,xs:string,optional,
mits,lease-application,Policy,Policy/RentIsLate,RentIsLate,NoContent,optional,
mits,lease-application,Policy,Policy/RentPaidLateMoreThan,RentPaidLateMoreThan,xs:integer,optional,
mits,lease-application,Policy,Policy/RentPaidOnOrAfter,RentPaidOnOrAfter,xs:integer,optional,
mits,lease-application,Policy,Policy/ReturnedChecks,ReturnedChecks,xs:integer,optional,
mits,lease-application,Policy,Policy/TerminationAfterLessThan,TerminationAfterLessThan,xs:integer,optional,
mits,lease-application,Policy,Policy/TerminationEarlierThan,TerminationEarlierThan,xs:integer,optional,
mits,lease-application,Policy,Policy/UnathorizedPetFound,UnathorizedPetFound,xs:integer,optional,
mits,lease-application,Policy,Policy/UnauthorizedGuestVisitsLongerThan,UnauthorizedGuestVisitsLongerThan,xs:integer,optional,
mits,lease-application,Policy,Policy/UncleanedPetWaste,UncleanedPetWaste,xs:integer,optional,
mits,lease-application,PropertiesType,PropertiesType/Property,Property,PropertyType,repeating,
mits,lease-application,PropertyContactsType,PropertyContactsType/PropertyContact,PropertyContact,CompanyContactType,repeating,
mits,lease-application,PropertyType,PropertyType/APN,APN,StringMax40Type,optional,
mits,lease-application,PropertyType,PropertyType/Address,Address,AddressType,repeating,
mits,lease-application,PropertyType,PropertyType/Email,Email,StringMax80Type,optional,
mits,lease-application,PropertyType,PropertyType/LegalName,LegalName,StringMax120Type,optional,
mits,lease-application,PropertyType,PropertyType/MSA_Name,MSA_Name,StringMax60Type,optional,
mits,lease-application,PropertyType,PropertyType/MSA_Number,MSA_Number,xs:integer,optional,
mits,lease-application,PropertyType,PropertyType/MarketingName,MarketingName,StringMax120Type,required,
mits,lease-application,PropertyType,PropertyType/Phone,Phone,PhoneType,repeating,
mits,lease-application,PropertyType,PropertyType/StructureDescription,StructureDescription,StringMax100Type,optional,
mits,lease-application,PropertyType,PropertyType/WebSite,WebSite,StringMax100Type,optional,
mits,lease-application,Reference,Reference/ContactInfo,ContactInfo,PersonType,required,
mits,lease-application,Reference,Reference/Description,Description,xs:string,optional,
